id,titulo,tipo,fonteTitulo,data_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,doi,autores,orcid_autores,departamento,origem,financiador,repositorioIPBeja,apoiosPublicacao
WOS:000601168700009,"Data integration for infrastructure asset management in small to medium-sized water utilities",Article,"WATER SCIENCE AND TECHNOLOGY",2020-12-15,82,12,2737-2744,2737,2744,8,10.2166/wst.2020.377,"N. Carrico; B. Ferreira; R. Barreira; A. Antunes; C. Grueau; A. Mendes; D. Covas; L. Monteiro; J. Santos; I. S. Brito",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000617739900243,"Moving to Project-Based Learning at the Program Level: an Experience Report","Proceedings Paper","PROCEEDINGS OF THE 2020 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2020)",2020-01-01,,,1614-1621,1614,1621,8,10.1109/educon45650.2020.9125297,"Isabel Sofia Brito; Joao Paulo Barros; Elsa Rodrigues","0000-0001-7312-5224; 0000-0003-2798-1913","Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000646217700028,"Draw on artificial neural networks to assess and predict water quality","Proceedings Paper","6TH INTERNATIONAL CONFERENCE ON WATER RESOURCE AND ENVIRONMENT",2020-01-01,612,,,,,7,10.1088/1755-1315/612/1/012028,"A. Fernandes; H. Chaves; R. Lima; J. Neves; H. Vicente",0000-0003-2747-8891,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000711885700030,"A Sustainability Requirements Catalog for the Social and Technical Dimensions","Proceedings Paper","CONCEPTUAL MODELING, ER 2021",2021-01-01,13011,,381-394,381,394,14,10.1007/978-3-030-89022-3_30,"Diogo Albuquerque; Ana Moreira; Joao Araujo; Catarina Gralha; Miguel Goulao; Isabel Sofia Brito","0000-0003-2798-1913; 0000-0001-7312-5224","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000809656200008,"A new big data triclustering approach for extracting three-dimensional patterns in precision agriculture",Article,NEUROCOMPUTING,2022-08-21,500,,268-278,268,278,11,10.1016/j.neucom.2021.06.101,"Laura Melgar-Garcia; David Gutierrez-Aviles; Maria Teresa Godinho; Rita Espada; Isabel Sofia Brito; Francisco Martinez-alvarez; Alicia Troncoso; Cristina Rubio-Escudero",0000-0001-7312-5224,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000814755400069,"Active Learning Activities in a Pandemic Context for a Software Engineering Course: An Experience Report","Proceedings Paper","CSEDU: PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION - VOL 2",2022-01-01,,,654-661,654,661,8,10.5220/0011108500003182,"Isabel Sofia Brito; Joao Paulo Barros","0000-0001-7312-5224; 0000-0003-2798-1913","Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000884326700091,"Assessment of Environmental Literacy","Proceedings Paper","7TH INTERNATIONAL CONFERENCE ON HIGHER EDUCATION ADVANCES (HEAD'21)",2021-01-01,,,799-807,799,807,9,10.4995/HEAd21.2021.13176,"Alexandre Dias; Margarida Figueiredo; Humberto Chaves; Jose Neves; Henrique Vicente",0000-0003-2747-8891,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000917291000004,"A social and technical sustainability requirements catalogue",Article,"DATA & KNOWLEDGE ENGINEERING",2023-01-01,143,,,,,16,10.1016/j.datak.2022.102107,"Ana Moreira; Joao Araujo; Catarina Gralha; Miguel Goulao; Isabel Sofia Brito; Diogo Albuquerque","0000-0003-2798-1913; 0000-0001-7312-5224","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000942076100001,"An Information System for Infrastructure Asset Management Tailored to Portuguese Water Utilities: Platform Conceptualization and a Prototype Demonstration",Article,SYSTEMS,2023-02-01,11,2,,,,15,10.3390/systems11020085,"Nelson Carrico; Bruno Ferreira; Andre Antunes; Cedric I. C. Grueau; Raquel Barreira; Ana Mendes; Didia I. C. Covas; Laura Monteiro; Joao Filipe Santos; Isabel Sofia Brito","0000-0003-2798-1913; 0000-0001-7312-5224","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:001111487000001,"Explainable hybrid deep learning and Coronavirus Optimization Algorithm for improving evapotranspiration forecasting",Article,"COMPUTERS AND ELECTRONICS IN AGRICULTURE",2023-12-01,215,,,,,14,10.1016/j.compag.2023.108387,"A. R. Troncoso-Garcia; I. S. Brito; A. Troncoso; F. Martinez-Alvarez",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:001124308100065,"A bioinspired ensemble approach for multi-horizon reference evapotranspiration forecasting in Portugal","Proceedings Paper","38TH ANNUAL ACM SYMPOSIUM ON APPLIED COMPUTING, SAC 2023",2023-01-01,,,441-448,441,448,8,10.1145/3555776.3578634,"M. J. Jimenez-Navarro; M. Martinez-Ballesteros; I. Sofia Brito; F. Martinez-Alvarez; G. Asencio-Cortes",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:001236958200058,"Evolutionary Feature Selection for Time-Series Forecasting","Proceedings Paper","39TH ANNUAL ACM SYMPOSIUM ON APPLIED COMPUTING, SAC 2024",2024-01-01,,,395-397,395,397,3,10.1145/3605098.3636191,"M. L. Linares-Barrera; M. J. Jimenez-Navarro; I. Sofia Brito; J. C. Riquelme; M. Martinez-Ballesteros",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:001329123900004,"Navigating Remote Work: Challenges and Adaptations of Agile Teams Amidst Covid-19","Proceedings Paper","ENTERPRISE INFORMATION SYSTEMS, ICEIS 2023, PT I",2024-01-01,518,,66-94,66,94,29,10.1007/978-3-031-64748-2_4,"Edna Dias Canedo; Angelica Toffano Seidel Calazans; Geovana Ramos Sousa Silva; Isabel Sofia Brito; Eloisa Toffano Seidel Masson","0000-0002-7556-4367; 0000-0001-7312-5224",Engenharia,WOS,N/A,N/A,N/A
WOS:000224440600003,"Test of a small domestic boiler using different pellets","Article, Proceedings Paper","BIOMASS & BIOENERGY",2004-01-01,27,6,531-539,531,539,9,10.1016/j.biombioe.2003.07.002,"J Dias; M Costa; JLT Azevedo",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000233581700029,"Performance comparison of computational retina models","Proceedings Paper","PROCEEDINGS OF THE FIFTH IASTED INTERNATIONAL CONFERENCE ON VISUALIZATION, IMAGING, AND IMAGE PROCESSING",2005-01-01,,,156-161,156,161,6,,"JC Martins; LA Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000236371700087,"Parameters identification with the Multiple Model Adaptive Estimation (MMAE) algorithm","Proceedings Paper","Proceedings of the 25th IASTED International Conference on Modelling, Identification, and Control",2006-01-01,,,501-506,501,506,6,,"JC Martins",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000248200500016,"Estimation of monthly stream flows based on the sequential water budget technique applied to the Thornthwaite potential evapotranspiration","Proceedings Paper","RIVER BASIN MANAGEMENT IV",2007-01-01,104,,159-+,159,+,2,10.2495/RM070161,"M. M. Portela; J. F. Santos",0000-0002-4671-9884,Engenharia,WOS,N/A,N/A,N/A
WOS:000260564700009,"Instrumentation Remote Control through Internet with PHP","Proceedings Paper","2008 IEEE INTERNATIONAL CONFERENCE ON VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS",2008-01-01,,,41-44,41,44,4,10.1109/VECIMS.2008.4592750,"Joao Santos; Jose Mendonca; Joao C. Martins",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000256983100085,"Towards a unified model for the retina -: Static vs dynamic integrate and fire models","Proceedings Paper","BIOSIGNALS 2008: PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON BIO-INSPIRED SYSTEMS AND SIGNAL PROCESSING, VOL II",2008-01-01,,,528-533,528,533,6,,"Pedro Tomas; Joao Martins; Leonel Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000273610400017,"Trends in hydrologic time series","Proceedings Paper","RIVER BASIN MANAGEMENT V",2009-01-01,124,,185-195,185,195,11,10.2495/RM090171,"M. M. Portela; J. F. Santos; A. C. Quintela; C. Vaz",0000-0002-4671-9884,Engenharia,WOS,N/A,N/A,N/A
WOS:000266702300031,"Neural code metrics: Analysis and application to the assessment of neural models",Article,NEUROCOMPUTING,2009-06-01,72,10-12,2337-2350,2337,2350,14,10.1016/j.neucom.2008.12.012,"Joao Martins; Pedro Tomas; Leonel Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000275321800001,"Spatial and temporal variability of droughts in Portugal",Article,"WATER RESOURCES RESEARCH",2010-03-04,46,,,,,13,10.1029/2009WR008071,"Joao Filipe Santos; Inmaculada Pulido-Calvo; Maria Manuela Portela",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000393806900011,"A New Approach to System Identification and Parameter Tuning with Multiple Model Adaptive Estimators","Proceedings Paper","PROCEEDINGS OF THE 7TH INTERNATIONAL SYMPOSIUM ON IMAGE AND SIGNAL PROCESSING AND ANALYSIS (ISPA 2011)",2011-01-01,,,72-77,72,77,6,,"Joao Carlos Martins; Jose Jasnau Caeiro; Leonel A. Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000296474900002,"Regional Frequency Analysis of Droughts in Portugal",Article,"WATER RESOURCES MANAGEMENT",2011-11-01,25,14,3537-3558,3537,3558,22,10.1007/s11269-011-9869-z,"Joao Filipe Santos; Maria Manuela Portela; Inmaculada Pulido-Calvo",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000318350600004,"Dimensionality reduction in drought modelling",Article,"HYDROLOGICAL PROCESSES",2013-05-15,27,10,1399-1410,1399,1410,12,10.1002/hyp.9300,"Joao Filipe Santos; Maria Manuela Portela; Inmaculada Pulido-Calvo",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000393420200245,"NONLINEAR SYSTEM IDENTIFICATION USING CONSTELLATION BASED MULTIPLE MODEL ADAPTIVE ESTIMATORS","Proceedings Paper","2014 PROCEEDINGS OF THE 22ND EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2014-01-01,,,1217-1221,1217,1221,5,,"Joao C. Martins; Jose Jasnau Caeiro; Leonel A. Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000329352400049,"Spring drought prediction based on winter NAO and global SST in Portugal",Article,"HYDROLOGICAL PROCESSES",2014-01-30,28,3,1009-1024,1009,1024,16,10.1002/hyp.9641,"Joao Filipe Santos; Maria Manuela Portela; Inmaculada Pulido-Calvo",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000466718900021,"Drought analysis in Slovakia: regionalization, frequency analysis and precipitation thresholds","Proceedings Paper","RIVER BASIN MANAGEMENT VIII",2015-01-01,197,,237-248,237,248,12,10.2495/RM150211,"M. M. Portela; M. Zelenakova; J. F. Santos; P. Purcz; A. T. Silva; H. Hlavata",0000-0002-4671-9884,Engenharia,WOS,N/A,N/A,N/A
WOS:000215865600002,"Spring drought forecasting in mainland Portugal based on large-scale climatic indices",Article,"INGENIERIA DEL AGUA",2015-01-01,19,4,211-227,211,227,17,10.4995/ia.2015.4109,"J. F. Santos; M. M. Portela; I Pulido-Calvo",0000-0002-4671-9884,Engenharia,WOS,N/A,N/A,N/A
WOS:000347410000018,"SPI Modes of Drought Spatial and Temporal Variability in Portugal: Comparing Observations, PT02 and GPCC Gridded Datasets",Article,"WATER RESOURCES MANAGEMENT",2015-01-01,29,2,487-504,487,504,18,10.1007/s11269-014-0690-3,"Tayeb Raziei; Diogo S. Martins; Isabella Bordi; Joao F. Santos; Maria Manuela Portela; Luis S. Pereira; Alfonso Sutera",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000362194800011,"Drought analysis in southern Paraguay, Brazil and northern Argentina: regionalization, occurrence rate and rainfall thresholds",Article,"HYDROLOGY RESEARCH",2015-01-01,46,5,792-810,792,810,19,10.2166/nh.2014.074,"Maria Manuela Portela; Joao Filipe dos Santos; Artur Tiago Silva; Julian Baez Benitez; Carlos Frank; Jose Miguel Reichert",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000363051100034,"Effect of hydrocolloids on low-fat chocolate fillings",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2015-11-01,52,11,7209-7217,7209,7217,9,10.1007/s13197-015-1841-0,"Joao Dias; Nuno Alvarenga; Isabel Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000384774100005,"Impact of olive oil usage on physical properties of chocolate fillings",Article,"GRASAS Y ACEITES",2016-01-01,67,3,,,,8,10.3989/gya.0323161,"J. M. Dias; M. Almeida; D. Adikevicius; P. Andzevicius; N. B. Alvarenga",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000418290700009,"Shelf-life of reduced-fat white chocolate fillings using iota-carrageenan",Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2017-11-01,29,11,893-898,893,898,6,10.9755/ejfa.2017.v29.i11.1498,"Joao Dias; Nuno Alvarenga; Isabel Sousa",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000442375900008,"Development of biscuits with green banana flour irradiated by <SUP>60</SUP>Co: Preservation in modified atmosphere packaging",Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2018-06-01,30,6,496-502,496,502,7,10.9755/ejfa.2018.v30.i6.1720,"Nuno Alvarenga; Magda Taipina; Nelia Raposo; Joao Dias; Maria Joao Carvalho; Olga Amaral; Maria Teresa Santos; Maria Manuela Silva; Fernando Cebola Lidon","0000-0002-4567-7416; 0000-0002-4671-9884",Engenharia,WOS,N/A,N/A,N/A
WOS:000425202600005,"Evaluation of the impact of high pressure on the storage of filled traditional chocolates",Article,"INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES",2018-02-01,45,,36-41,36,41,6,10.1016/j.ifset.2017.08.019,"Joao Dias; Patricia Coelho; Nuno B. Alvarenga; Ricardo V. Duarte; Jorge A. Saraiva","0000-0002-4567-7416; 0000-0002-5108-0018",Engenharia,WOS,N/A,N/A,N/A
WOS:000457862400022,"Characterization of <i>Cynara cardunculus</i> L. flower from Alentejo as a coagulant agent for cheesemaking",Article,"INTERNATIONAL DAIRY JOURNAL",2019-04-01,91,,178-184,178,184,7,10.1016/j.idairyj.2018.09.010,"Sandra Gomes; Ana Teresa Belo; Nuno Alvarenga; Joao Dias; Patricia Lage; Cristina Pinheiro; Carla Pinto-Cruz; Teresa Bras; Maria E. Duarte; Antonio P. L. Martins",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000507378600062,"Jointly Modeling Drought Characteristics with Smoothed Regionalized SPI Series for a Small Island",Article,WATER,2019-12-01,11,12,,,,27,10.3390/w11122489,"Luis Angel Espinosa; Maria Manuela Portela; Joao Dehon Pontes Filho; Ticiana Marinho de Carvalho Studart; Joao Filipe Santos; Rui Rodrigues",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000547235500001,"Evaluation of gas holes in ""Queijo de Nisa"" PDO cheese using computer vision",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2021-03-01,58,3,1072-1080,1072,1080,9,10.1007/s13197-020-04621-0,"Joao Dias; Patricia Lage; Ana Garrido; Eliana Machado; Cristina Conceicao; Sandra Gomes; Antonio Martins; Ana Paulino; Maria F. Duarte; Nuno Alvarenga",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000578993800001,"The Economic Impact of a New Type of Ripening Chamber in Traditional Cheese Manufacturing",Article,SUSTAINABILITY,2020-08-01,12,16,,,,8,10.3390/su12166682,"Nuno Teixeira; Maria Clara Pires; Paulo Ferreira; Graca P. Carvalho; Rute Santos; Francisco M. Rodrigues; Joao Dias; Joao C. Martins; Jose Jasnau Caeiro","0000-0002-4671-9884; 0000-0003-1796-9013; 0000-0002-4567-7416",Engenharia,WOS,N/A,N/A,N/A
WOS:000580962200002,"Impact of environmental conditions on the ripening of Queijo de evora PDO cheese",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2021-10-01,58,10,3942-3952,3942,3952,11,10.1007/s13197-020-04856-x,"Joao Mestre Dias; Patricia Lage; Nuno Alvarenga; Joao Garcia; Joana Borrega; Maria Teresa Santos; Celia Lampreia; Luis Coelho; Joao Passaro; Joao Martins; Jose Caeiro; Elsa M. Goncalves; Antonio Martins","0000-0002-4567-7416; 0000-0002-4671-9884",Engenharia,WOS,N/A,N/A,N/A
WOS:000601168700009,"Data integration for infrastructure asset management in small to medium-sized water utilities",Article,"WATER SCIENCE AND TECHNOLOGY",2020-12-15,82,12,2737-2744,2737,2744,8,10.2166/wst.2020.377,"N. Carrico; B. Ferreira; R. Barreira; A. Antunes; C. Grueau; A. Mendes; D. Covas; L. Monteiro; J. Santos; I. S. Brito",0000-0002-4671-9884,Engenharia,WOS,N/A,N/A,N/A
WOS:000689205900001,"Applying Computational Fluid Dynamics in the Development of Smart Ripening Rooms for Traditional Cheeses",Article,FOODS,2021-08-01,10,8,,,,14,10.3390/foods10081716,"Nuno Alvarenga; Joao Martins; Jose Caeiro; Joao Garcia; Joao Passaro; Luis Coelho; Maria Teresa Santos; Celia Lampreia; Antonio Martins; Joao Dias","0000-0002-4567-7416; 0000-0002-4671-9884",Engenharia,WOS,N/A,N/A,N/A
WOS:000772147700016,"Hydric Resources and Meteorological Monitoring IoT System The Software Architecture","Proceedings Paper","INTERNET OF THINGS: TECHNOLOGY AND APPLICATIONS",2022-01-01,641,,252-267,252,267,16,10.1007/978-3-030-96466-5_16,"Raul Sousa Carvalho; Joao Miguel Santos; Joao C. Martins; Joao Filipe Santos; Patricia Palma; Jose Jasnau Caeiro",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000772147700004,"Smart Lysimeter with Crop and Environment Monitoring Enhanced with Pest and Crop Control","Proceedings Paper","INTERNET OF THINGS: TECHNOLOGY AND APPLICATIONS",2022-01-01,641,,48-63,48,63,16,10.1007/978-3-030-96466-5_4,"Carlos Almeida; Joao C. Martins; Joao Miguel Santos; Jose Jasnau Caeiro",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000781852200001,"Effect of High Pressure on the Properties of Chocolate Fillings during Long-Term Storage",Article,FOODS,2022-04-01,11,7,,,,11,10.3390/foods11070970,"Antonio Panda; Patricia Coelho; Nuno B. Alvarenga; Joao Lita da Silva; Celia Lampreia; Maria Teresa Santos; Carlos A. Pinto; Renata A. Amaral; Jorge A. Saraiva; Joao Dias","0000-0002-4567-7416; 0000-0002-4671-9884; 0000-0002-5108-0018",Engenharia,WOS,N/A,N/A,N/A
WOS:000821370400002,"Influence of cocoa origin on the nutritional characterization of chocolate",Article,"EUROPEAN FOOD RESEARCH AND TECHNOLOGY",2022-10-01,248,10,2569-2577,2569,2577,9,10.1007/s00217-022-04070-3,"Antonio Panda; Nuno Alvarenga; Joao Lita da Silva; Ana Partidario; Manuela Lageiro; Cristina Roseiro; Joao Dias",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000823468000001,"Organoleptic Chemical Markers of Serpa PDO Cheese Specificity",Article,FOODS,2022-07-01,11,13,,,,25,10.3390/foods11131898,"Helena Araujo-Rodrigues; Antonio P. L. Martins; Freni K. Tavaria; Maria Teresa G. Santos; Maria Joao Carvalho; Joao Dias; Nuno B. Alvarenga; Manuela E. Pintado","0000-0002-4671-9884; 0000-0002-4567-7416",Engenharia,WOS,N/A,N/A,N/A
WOS:000844340000001,"The use of cheese from Alentejo in Portuguese gastronomy: A travel through history",Article,"INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE",2022-09-01,29,,,,,8,10.1016/j.ijgfs.2022.100579,"Joao Dias",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000852009100001,"Nutritional Properties of Baobab Pulp from Different Angolan Origins",Article,PLANTS-BASEL,2022-09-01,11,17,,,,15,10.3390/plants11172272,"Sara Monteiro; Fernando H. Reboredo; Maria Manuela Lageiro; Vanda M. Lourenco; Joao Dias; Fernando Lidon; Marta Abreu; Antonio P. L. Martins; Nuno Alvarenga",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000877082000011,"IoT Lysimeter System with Enhanced Data Security","Proceedings Paper","CONTROLO 2022",2022-01-01,930,,119-129,119,129,11,10.1007/978-3-031-10047-5_11,"Geraldo Oliveira; Carlos Almeida; Joao Miguel Santos; Joao C. Martins; Jose Jasnau Caeiro",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000939133700001,"Impact of LAB from Serpa PDO Cheese in Cheese Models: Towards the Development of an Autochthonous Starter Culture",Article,FOODS,2023-02-01,12,4,,,,24,10.3390/foods12040701,"Helena Araujo-Rodrigues; Antonio P. L. Martins; Freni K. Tavaria; Joao Dias; Maria Teresa Santos; Nuno Alvarenga; Manuela E. Pintado","0000-0002-4567-7416; 0000-0002-4671-9884",Engenharia,WOS,N/A,N/A,N/A
WOS:000942076100001,"An Information System for Infrastructure Asset Management Tailored to Portuguese Water Utilities: Platform Conceptualization and a Prototype Demonstration",Article,SYSTEMS,2023-02-01,11,2,,,,15,10.3390/systems11020085,"Nelson Carrico; Bruno Ferreira; Andre Antunes; Cedric I. C. Grueau; Raquel Barreira; Ana Mendes; Didia I. C. Covas; Laura Monteiro; Joao Filipe Santos; Isabel Sofia Brito",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000984041900001,"Development of a Functional Dark Chocolate with Baobab Pulp",Article,FOODS,2023-04-01,12,8,,,,15,10.3390/foods12081711,"Sara Monteiro; Joao Dias; Vanda Lourenco; Ana Partidario; Manuela Lageiro; Celia Lampreia; Jaime Fernandes; Fernando Lidon; Fernando Reboredo; Nuno Alvarenga",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001118049300001,"Valorization of baobab seeds (<i>Adansonia digitata)</i> as a coffee-like beverage: evaluation of roasting time on bioactive compounds",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2024-04-01,61,4,727-733,727,733,7,10.1007/s13197-023-05873-2,"Etivaldo Marcolino; Diogo Salavarria; Luiz Guilherme Malaquias da Silva; Adelaide Almeida; Flavia Matias Oliveira da Silva; Carlos Ribeiro; Joao Dias",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001099456900001,"Drought Characterization in Croatia Using E-OBS Gridded Data",Article,WATER,2023-11-01,15,21,,,,21,10.3390/w15213806,"Joao F. Santos; Lidija Tadic; Maria Manuela Portela; Luis Angel Espinosa; Tamara Brlekovic",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001172172600001,"Water Quality Assessment of a Hydro-Agricultural Reservoir in a Mediterranean Region (Case Study-Lage Reservoir in Southern Portugal)",Article,WATER,2024-02-01,16,4,,,,18,10.3390/w16040514,"Adriana Catarino; Ines Martins; Clarisse Mourinha; Joao Santos; Alexandra Tomaz; Pedro Anastacio; Patricia Palma",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001220842600002,"Influence of geographical origin in the physical and bioactive parameters of single origin dark chocolate",Article,"EUROPEAN FOOD RESEARCH AND TECHNOLOGY",2024-10-01,250,10,2569-2580,2569,2580,12,10.1007/s00217-024-04558-0,"Jose Cartas; Nuno Alvarenga; Ana Partidario; Manuela Lageiro; Cristina Roseiro; Helena Goncalves; Antonio Eduardo Leitao; Carlos Marques Ribeiro; Joao Dias",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001384955900001,"Comparative Study of Coagulation Dynamics: Cardoon Flower Extract vs. Chymosin",Article,DAIRY,2024-12-01,5,4,817-827,817,827,11,10.3390/dairy5040059,"Sandra Gomes; Ivanilda Pina; Jaime Fernandes; Joao Dias; Fernando Reboredo; Antonio P. L. Martins; Nuno Alvarenga",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:001394851800001,"Distributed Composite Drought Index Based on Principal Component Analysis and Temporal Dependence Assessment",Article,WATER,2025-01-01,17,1,,,,30,10.3390/w17010017,"Joao F. Santos; Nelson Carrico; Morteza Miri; Tayeb Raziei",0000-0002-4567-7416,Engenharia,WOS,N/A,N/A,N/A
WOS:000189414100070,"On structuring mechanisms for Petri nets based system design","Proceedings Paper","ETFA 2003: IEEE CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOL 2, PROCEEDINGS",2003-01-01,,,431-438,431,438,8,,"L Gomes; JP Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000184044400021,"Modifying Petri net models by means of crosscutting operations","Proceedings Paper","THIRD INTERNATIONAL CONFERENCE ON APPLICATION OF CONCURRENCY TO SYSTEM DESIGN, PROCEEDINGS",2003-01-01,,,177-186,177,186,10,10.1109/CSD.2003.1207712,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000233365800112,"Addition of fault detection capabilities in automation applications using Petri nets","Proceedings Paper","Proceedings of the IEEE-ISIE 2004, Vols 1 and 2",2004-01-01,,,645-650,645,650,6,,"L Gomes; JP Barros; R Lino",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000227493200052,"Net model composition and modification by net operations: a pragmatic approach","Proceedings Paper","2004 2ND IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS",2004-01-01,,,309-314,309,314,6,10.1109/INDIN.2004.1417350,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000222626100008,"On the use of coloured Petri nets for object-oriented design","Article, Proceedings Paper","APPLICATIONS AND THEORY OF PETRI NETS 2004, PROCEEDINGS",2004-01-01,3099,,117-136,117,136,20,,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000238575500121,"A tool for tailored code generation from Petri net models","Proceedings Paper","ETFA 2005: 10th IEEE International Conference on Emerging Technologies and Factory Automation, Vol 1, Pts 1 and 2, Proceedings",2005-01-01,,,857-864,857,864,8,,"Rui Pais; Joao Paulo Barros; Luis Gomes",0000-0002-7041-3789,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000238575500041,"Towards usage of formal methods within embedded systems co-design","Proceedings Paper","ETFA 2005: 10th IEEE International Conference on Emerging Technologies and Factory Automation, Vol 1, Pts 1 and 2, Proceedings",2005-01-01,,,281-284,281,284,4,,"Luis Gomes; Joao Paulo Barros; Aniko Costa; Rui Pais; Filipe Moutinho",0000-0002-7041-3789,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000242807300005,"Structuring and composability issues in Petri nets modeling",Article,"IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS",2005-05-01,1,2,112-123,112,123,12,10.1109/TII.2005.844433,"Luis Gomes; Joao Paulo Barros",0000-0002-7041-3789,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000254117100113,"A graphical editor for the input-output place-transition Petri Net Class","Proceedings Paper","ETFA 2007: 12TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOLS 1-3",2007-01-01,,,788-+,788,+,2,,"Ricardo Nunes; Luis Gornes; Joao Paulo Barros",0000-0002-7041-3789,"Artes H Desporto",WOS,N/A,N/A,N/A
